WellID,Date,MethodID,CHP,THP,Temp,Choke,Qinj,Bo,Zed,SpgO,SpgGP,Rel_Oper_Press,Rel_Crit_Press,WC,Test_Oil
200,1/14/2000,9009,116.63106,73.96116,35.73204,3.25,0,1.053029,0.9960472,0.92544,0.922,0.634146341,0.5476031,0.2224928,4198.014
200,1/15/2000,9009,116.63106,73.96116,35.72973,3.25,0,1.053027,0.9960471,0.92544,0.922,0.634146341,0.5476202,0.2225788,4199.052
200,1/16/2000,9009,116.63106,73.96116,35.72742,3.25,0,1.053025,0.996047,0.92544,0.922,0.634146341,0.5476424,0.2226648,4200.089
200,1/17/2000,9009,116.63106,73.96116,35.72511,3.25,0,1.053023,0.996047,0.92544,0.922,0.634146341,0.5476594,0.2227507,4201.127
200,1/18/2000,9009,116.63106,73.96116,35.72279,3.25,0,1.053021,0.9960468,0.92544,0.922,0.634146341,0.5476764,0.2228367,4202.165
200,1/19/2000,9009,116.63106,73.96116,35.72048,3.25,0,1.053019,0.9960468,0.92544,0.922,0.634146341,0.5476933,0.2229226,4203.203
200,1/20/2000,9009,116.63106,73.96116,35.71817,3.25,0,1.053017,0.9960467,0.92544,0.922,0.634146341,0.5477102,0.2230086,4204.24
200,1/21/2000,9009,116.63106,73.96116,35.71585,3.25,0,1.053015,0.9960466,0.92544,0.922,0.634146341,0.5477271,0.2230946,4205.277
200,1/22/2000,9009,116.63106,73.96116,35.71354,3.25,0,1.053013,0.9960465,0.92544,0.922,0.634146341,0.5477439,0.2231805,4206.315
200,1/23/2000,9009,116.63106,73.96116,35.71123,3.25,0,1.053012,0.9960464,0.92544,0.922,0.634146341,0.5477658,0.2232665,4207.353
200,1/24/2000,9009,116.63106,73.96116,35.70892,3.25,0,1.05301,0.9960463,0.92544,0.922,0.634146341,0.5477825,0.2233524,4208.391
200,1/25/2000,9009,116.63106,73.96116,35.7066,3.25,0,1.053007,0.9960462,0.92544,0.922,0.634146341,0.5477993,0.2234384,4209.428
200,1/26/2000,9009,116.63106,73.96116,35.70429,3.25,0,1.053006,0.9960461,0.92544,0.922,0.634146341,0.547816,0.2235244,4210.465
200,1/27/2000,9009,116.63106,73.96116,35.70198,3.25,0,1.053004,0.996046,0.92544,0.922,0.634146341,0.5478326,0.2236103,4211.503
200,1/28/2000,9009,116.63106,73.96116,35.69967,3.25,0,1.053002,0.9960459,0.92544,0.922,0.634146341,0.5478492,0.2236963,4212.541
200,1/29/2000,9009,116.63106,73.96116,35.69736,3.25,0,1.053,0.9960458,0.92544,0.922,0.634146341,0.5478657,0.2237822,4213.578
200,1/30/2000,9009,116.63106,73.96116,35.69504,3.25,0,1.052998,0.9960458,0.92544,0.922,0.634146341,0.5478823,0.2238682,4214.616
200,1/31/2000,9009,116.63106,73.96116,35.69273,3.25,0,1.052996,0.9960456,0.92544,0.922,0.634146341,0.5479038,0.2239542,4215.653
200,2/1/2000,9009,116.63106,73.96116,35.69042,3.25,0,1.052994,0.9960456,0.92544,0.922,0.634146341,0.5479203,0.2240401,4216.691
200,2/2/2000,9009,116.63106,73.96116,35.68811,3.25,0,1.052992,0.9960455,0.92544,0.922,0.634146341,0.5479367,0.2241261,4217.728
200,2/3/2000,9009,116.63106,73.96116,35.68579,3.25,0,1.05299,0.9960454,0.92544,0.922,0.634146341,0.5479531,0.224212,4218.766
200,2/4/2000,9009,116.63106,73.96116,35.68348,3.25,0,1.052988,0.9960453,0.92544,0.922,0.634146341,0.5479695,0.224298,4219.804
200,2/5/2000,9009,116.63106,73.96116,35.68117,3.25,0,1.052986,0.9960452,0.92544,0.922,0.634146341,0.5479857,0.224384,4220.842
200,2/6/2000,9009,116.63106,73.96116,35.67886,3.25,0,1.052984,0.9960451,0.92544,0.922,0.634146341,0.548002,0.2244699,4221.879
200,2/7/2000,9009,116.63106,73.96116,35.67655,3.25,0,1.052982,0.996045,0.92544,0.922,0.634146341,0.5480233,0.2245559,4222.916
200,2/8/2000,9009,116.63106,73.96116,35.67424,3.25,0,1.05298,0.9960449,0.92544,0.922,0.634146341,0.5480396,0.2246418,4223.954
200,2/9/2000,9009,116.63106,73.96116,35.67192,3.25,0,1.052978,0.9960448,0.92544,0.922,0.634146341,0.5480557,0.2247278,4224.991
200,2/10/2000,9009,116.63106,73.96116,35.66961,3.25,0,1.052976,0.9960448,0.92544,0.922,0.634146341,0.5480719,0.2248138,4226.029
200,2/11/2000,9009,116.63106,73.96116,35.6673,3.25,0,1.052974,0.9960446,0.92544,0.922,0.634146341,0.5480879,0.2248997,4227.066
200,2/12/2000,9009,116.63106,73.96116,35.66499,3.25,0,1.052972,0.9960446,0.92544,0.922,0.634146341,0.5481039,0.2249857,4228.104
200,2/13/2000,9009,116.63106,73.96116,35.66268,3.25,0,1.05297,0.9960445,0.92544,0.922,0.634146341,0.54812,0.2250716,4229.142
200,2/14/2000,9009,116.63106,73.96116,35.66037,3.25,0,1.052968,0.9960443,0.92544,0.922,0.634146341,0.5481411,0.2251576,4230.179
200,2/15/2000,9009,116.63106,73.96116,35.65806,3.25,0,1.052966,0.9960443,0.92544,0.922,0.634146341,0.548157,0.2252436,4231.217
200,2/16/2000,9009,116.63106,73.96116,35.65575,3.25,0,1.052964,0.9960442,0.92544,0.922,0.634146341,0.5481729,0.2253295,4232.255
200,2/17/2000,9009,116.63106,73.96116,35.65343,3.25,0,1.052962,0.9960441,0.92544,0.922,0.634146341,0.5481888,0.2254155,4233.292
200,2/18/2000,9009,116.63106,73.96116,35.65112,3.25,0,1.05296,0.996044,0.92544,0.922,0.634146341,0.5482046,0.2255014,4234.33
200,2/19/2000,9009,116.63106,73.96116,35.64881,3.25,0,1.052958,0.9960439,0.92544,0.922,0.634146341,0.5482204,0.2255874,4235.367
200,2/20/2000,9009,116.63106,73.96116,35.6465,3.25,0,1.052956,0.9960438,0.92544,0.922,0.634146341,0.5482361,0.2256733,4236.404
200,2/21/2000,9009,116.63106,73.96116,35.64419,3.25,0,1.052954,0.9960437,0.92544,0.922,0.634146341,0.548257,0.2257593,4237.442
200,2/22/2000,9009,116.63106,73.96116,35.64188,3.25,0,1.052952,0.9960436,0.92544,0.922,0.634146341,0.5482727,0.2258453,4238.479
200,2/23/2000,9009,116.63106,73.96116,35.63957,3.25,0,1.05295,0.9960435,0.92544,0.922,0.634146341,0.5482883,0.2259312,4239.517
200,2/24/2000,9009,116.63106,73.96116,35.63726,3.25,0,1.052948,0.9960434,0.92544,0.922,0.634146341,0.548304,0.2260172,4240.554
200,2/25/2000,9009,116.63106,73.96116,35.63495,3.25,0,1.052946,0.9960433,0.92544,0.922,0.634146341,0.5483196,0.2261032,4241.592
200,2/26/2000,9009,116.63106,73.96116,35.63264,3.25,0,1.052944,0.9960433,0.92544,0.922,0.634146341,0.5483351,0.2261891,4242.629
200,2/27/2000,9009,116.63106,73.96116,35.63033,3.25,0,1.052942,0.9960431,0.92544,0.922,0.634146341,0.5483506,0.2262751,4243.667
200,2/28/2000,9009,116.63106,73.96116,35.62802,3.25,0,1.05294,0.9960431,0.92544,0.922,0.634146341,0.5483713,0.226361,4244.705
200,2/29/2000,9009,116.63106,73.96116,35.62571,3.25,0,1.052938,0.996043,0.92544,0.922,0.634146341,0.5483867,0.226447,4245.742
200,3/2/2000,9009,116.63106,73.96116,35.62109,3.25,0,1.052934,0.9960428,0.92544,0.922,0.634146341,0.5484175,0.2266189,4247.817
200,3/3/2000,9009,116.63106,73.96116,35.61878,3.25,0,1.052932,0.9960427,0.92544,0.922,0.634146341,0.5484329,0.2267049,4248.854
200,3/4/2000,9009,116.63106,73.96116,35.61647,3.25,0,1.05293,0.9960426,0.92544,0.922,0.634146341,0.5484482,0.2267908,4249.893
200,3/5/2000,9009,116.63106,73.96116,35.61415,3.25,0,1.052928,0.9960425,0.92544,0.922,0.634146341,0.5484635,0.2268768,4250.93
200,3/6/2000,9009,116.63106,73.96116,35.61185,3.25,0,1.052926,0.9960424,0.92544,0.922,0.634146341,0.5484838,0.2269627,4251.967
200,3/7/2000,9009,116.63106,73.96116,35.60954,3.25,0,1.052924,0.9960423,0.92544,0.922,0.634146341,0.548499,0.2270487,4253.005
200,3/8/2000,9009,116.63106,73.96116,35.60723,3.25,0,1.052922,0.9960423,0.92544,0.922,0.634146341,0.5485142,0.2271347,4254.042
100,3/9/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5488843,0.4834278,9899.438
200,3/9/2000,9009,116.63106,73.96116,35.60492,3.25,0,1.05292,0.9960421,0.92544,0.922,0.634146341,0.5485294,0.2272206,4255.08
207,3/9/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08127679,7048.734
106,3/9/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1724017,3255.802
107,3/9/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5518047,0.410031,6584.766
108,3/9/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545546,0.1201583,4275.858
100,3/10/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5488884,0.5006883,9896.672
207,3/10/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08128125,7048.734
200,3/10/2000,9009,116.63106,73.96116,35.60261,3.25,0,1.052918,0.9960421,0.92544,0.922,0.634146341,0.5485445,0.2273066,4256.117
108,3/10/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545547,0.1201671,4276.198
107,3/10/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5518029,0.4100413,6587.331
106,3/10/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1720912,3255.812
100,3/11/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5488925,0.5179487,9893.905
200,3/11/2000,9009,116.63106,73.96116,35.6003,3.25,0,1.052916,0.996042,0.92544,0.922,0.634146341,0.5485596,0.2273926,4257.155
207,3/11/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08128572,7048.734
106,3/11/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1717807,3255.822
107,3/11/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5518012,0.4100516,6589.897
108,3/11/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545548,0.1201759,4276.538
100,3/12/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5488966,0.5352092,9891.14
207,3/12/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08129018,7048.734
200,3/12/2000,9009,116.63106,73.96116,35.59799,3.25,0,1.052914,0.9960419,0.92544,0.922,0.634146341,0.5485746,0.2274785,4258.192
108,3/12/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545548,0.1201847,4276.877
107,3/12/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517994,0.410062,6592.462
106,3/12/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1714701,3255.832
100,3/13/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489007,0.5524696,9888.374
200,3/13/2000,9009,116.63106,73.96116,35.59568,3.25,0,1.052912,0.9960418,0.92544,0.922,0.634146341,0.5485948,0.2275645,4259.229
207,3/13/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08129464,7048.734
106,3/13/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1711596,3255.843
107,3/13/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517976,0.4100723,6595.027
108,3/13/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545548,0.1201935,4277.217
100,3/14/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489048,0.5697301,9885.608
207,3/14/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.0812991,7048.733
200,3/14/2000,9009,116.63106,73.96116,35.59337,3.25,0,1.05291,0.9960417,0.92544,0.922,0.634146341,0.5486097,0.2276504,4260.267
108,3/14/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545549,0.1202023,4277.557
107,3/14/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517959,0.4100826,6597.592
106,3/14/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1708491,3255.852
100,3/15/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489089,0.5869905,9882.845
200,3/15/2000,9009,116.63106,73.96116,35.59106,3.25,0,1.052908,0.9960416,0.92544,0.922,0.634146341,0.5486247,0.2277364,4261.305
207,3/15/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08130357,7048.732
106,3/15/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1705385,3255.863
107,3/15/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517941,0.410093,6600.158
108,3/15/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545549,0.1202111,4277.897
100,3/16/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489182,0.604251,9880.081
207,3/16/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08130804,7048.732
200,3/16/2000,9009,116.63106,73.96116,35.58875,3.25,0,1.052906,0.9960415,0.92544,0.922,0.634146341,0.5486397,0.2278223,4262.342
108,3/16/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.554555,0.1202199,4278.236
107,3/16/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517924,0.4101033,6602.723
106,3/16/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.170228,3255.873
100,3/17/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489224,0.6215115,9877.316
200,3/17/2000,9009,116.63106,73.96116,35.58644,3.25,0,1.052904,0.9960414,0.92544,0.922,0.634146341,0.5486546,0.2279083,4263.38
207,3/17/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.0813125,7048.732
106,3/17/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1699174,3255.883
107,3/17/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517906,0.4101136,6605.289
108,3/17/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545551,0.1202287,4278.576
100,3/18/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489265,0.638772,9874.553
207,3/18/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08131696,7048.732
200,3/18/2000,9009,116.63106,73.96116,35.58413,3.25,0,1.052902,0.9960413,0.92544,0.922,0.634146341,0.5486694,0.2279943,4264.417
108,3/18/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545551,0.1202375,4278.916
107,3/18/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517889,0.410124,6607.854
106,3/18/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1696069,3255.893
100,3/19/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489305,0.6560324,9871.79
200,3/19/2000,9009,116.63106,73.96116,35.58183,3.25,0,1.0529,0.9960412,0.92544,0.922,0.634146341,0.5486842,0.2280802,4265.455
207,3/19/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08132143,7048.731
106,3/19/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1692964,3255.903
107,3/19/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517817,0.4101343,6610.419
108,3/19/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545551,0.1202463,4279.256
100,3/20/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489346,0.6732929,9869.027
207,3/20/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.0813259,7048.73
200,3/20/2000,9009,116.63106,73.96116,35.57951,3.25,0,1.052898,0.9960411,0.92544,0.922,0.634146341,0.5487041,0.2281662,4266.492
108,3/20/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545552,0.1202551,4279.595
107,3/20/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.55178,0.4101446,6612.985
106,3/20/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1689858,3255.913
100,3/21/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489387,0.6905533,9866.264
200,3/21/2000,9009,116.63106,73.96116,35.57721,3.25,0,1.052896,0.9960411,0.92544,0.922,0.634146341,0.5487189,0.2282521,4267.53
207,3/21/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08133036,7048.73
106,3/21/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1686753,3255.923
107,3/21/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517782,0.410155,6615.55
108,3/21/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545552,0.1202639,4279.936
100,3/22/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489428,0.7078137,9863.501
207,3/22/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08133482,7048.73
200,3/22/2000,9009,116.63106,73.96116,35.5749,3.25,0,1.052894,0.9960409,0.92544,0.922,0.634146341,0.5487336,0.2283381,4268.567
108,3/22/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545553,0.1202726,4280.275
107,3/22/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517765,0.4101653,6618.116
106,3/22/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1683648,3255.933
100,3/23/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489469,0.7250742,9860.74
200,3/23/2000,9009,116.63106,73.96116,35.57259,3.25,0,1.052892,0.9960409,0.92544,0.922,0.634146341,0.5487483,0.2284241,4269.604
207,3/23/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08133928,7048.73
106,3/23/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1680542,3255.944
107,3/23/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517747,0.4101756,6620.681
108,3/23/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545554,0.1202814,4280.615
100,3/24/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489509,0.7423347,9857.979
207,3/24/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08134375,7048.73
200,3/24/2000,9009,116.63106,73.96116,35.57028,3.25,0,1.05289,0.9960408,0.92544,0.922,0.634146341,0.548763,0.22851,4270.642
108,3/24/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545554,0.1202902,4280.955
107,3/24/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.551773,0.410186,6623.246
106,3/24/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1677437,3255.954
100,3/25/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.548955,0.7595952,9855.218
200,3/25/2000,9009,116.63106,73.96116,35.56797,3.25,0,1.052888,0.9960406,0.92544,0.922,0.634146341,0.5487776,0.228596,4271.679
207,3/25/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08134821,7048.73
106,3/25/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1674332,3255.964
107,3/25/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517712,0.4101963,6625.812
108,3/25/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545554,0.120299,4281.294
100,3/26/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489591,0.7768556,9852.457
207,3/26/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08135268,7048.729
200,3/26/2000,9009,116.63106,73.96116,35.56566,3.25,0,1.052886,0.9960406,0.92544,0.922,0.634146341,0.5487922,0.228682,4272.717
108,3/26/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545555,0.1203078,4281.634
107,3/26/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517694,0.4102066,6628.376
106,3/26/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1671226,3255.974
100,3/27/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489631,0.7941161,9849.697
200,3/27/2000,9009,116.63106,73.96116,35.56335,3.25,0,1.052884,0.9960405,0.92544,0.922,0.634146341,0.5488119,0.2287679,4273.755
207,3/27/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08135714,7048.729
106,3/27/2000,9005,96.71844,86.76213,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.897058824,0.5564885,0.1668121,3255.984
107,3/27/2000,9005,128.0097,112.36407,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.877777778,0.5517677,0.4102169,6630.942
108,3/27/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545555,0.1203166,4281.974
100,3/28/2000,9009,122.32038,91.02912,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.744186047,0.5489672,0.8113765,9846.936
207,3/28/2000,9005,99.5631,88.18446,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.885714286,0.5513698,0.08136161,7048.729
200,3/28/2000,9009,116.63106,73.96116,35.56105,3.25,0,1.052882,0.9960404,0.92544,0.922,0.634146341,0.5488264,0.2288539,4274.792
108,3/28/2000,9005,88.18446,82.49514,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.935483871,0.5545556,0.1203254,4282.314
