WellID,Date,MethodID,CHP,THP,Temp,Choke,Qinj,PVT_fvFO,PVT_Zed,PVT_SpgO,PVT_SpgGP,Rel_Oper_Press,Rel_Crit_Press,WC,Test_Liquid,Test_Oil,Test_Water
200,2/24/2000,9009,8.2,5.2,35.63726,3.25,0,1.052948,0.9960434,0.92544,0.922,0.6750966,0.548304,0.2260172,4250.161,4240.554,9.606093
200,2/25/2000,9009,8.2,5.2,35.63495,3.25,0,1.052946,0.9960433,0.92544,0.922,0.6750966,0.5483196,0.2261032,4251.204,4241.592,9.612107
200,2/26/2000,9009,8.2,5.2,35.63264,3.25,0,1.052944,0.9960433,0.92544,0.922,0.6750966,0.5483351,0.2261891,4252.248,4242.629,9.618121
200,2/27/2000,9009,8.2,5.2,35.63033,3.25,0,1.052942,0.9960431,0.92544,0.922,0.6750966,0.5483506,0.2262751,4253.292,4243.667,9.624138
200,2/28/2000,9009,8.2,5.2,35.62802,3.25,0,1.05294,0.9960431,0.92544,0.922,0.6750966,0.5483713,0.226361,4254.335,4244.705,9.630157
200,2/29/2000,9009,8.2,5.2,35.62571,3.25,0,1.052938,0.996043,0.92544,0.922,0.6750966,0.5483867,0.226447,4255.378,4245.742,9.636176
200,3/2/2000,9009,8.2,5.2,35.62109,3.25,0,1.052934,0.9960428,0.92544,0.922,0.6750966,0.5484175,0.2266189,4257.465,4247.817,9.648222
200,3/3/2000,9009,8.2,5.2,35.61878,3.25,0,1.052932,0.9960427,0.92544,0.922,0.6750966,0.5484329,0.2267049,4258.509,4248.854,9.654247
200,3/4/2000,9009,8.2,5.2,35.61647,3.25,0,1.05293,0.9960426,0.92544,0.922,0.6750966,0.5484482,0.2267908,4259.553,4249.893,9.660275
200,3/5/2000,9009,8.2,5.2,35.61415,3.25,0,1.052928,0.9960425,0.92544,0.922,0.6750966,0.5484635,0.2268768,4260.596,4250.93,9.666305
200,3/6/2000,9009,8.2,5.2,35.61185,3.25,0,1.052926,0.9960424,0.92544,0.922,0.6750966,0.5484838,0.2269627,4261.64,4251.967,9.672335
200,3/7/2000,9009,8.2,5.2,35.60954,3.25,0,1.052924,0.9960423,0.92544,0.922,0.6750966,0.548499,0.2270487,4262.683,4253.005,9.678367
200,3/8/2000,9009,8.2,5.2,35.60723,3.25,0,1.052922,0.9960423,0.92544,0.922,0.6750966,0.5485142,0.2271347,4263.727,4254.042,9.684402
100,3/9/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5488843,0.4834278,9947.527,9899.438,48.08911
200,3/9/2000,9009,8.2,5.2,35.60492,3.25,0,1.05292,0.9960421,0.92544,0.922,0.6750966,0.5485294,0.2272206,4264.771,4255.08,9.690438
207,3/9/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08127679,7054.468,7048.734,5.733645
106,3/9/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1724017,3261.425,3255.802,5.622752
107,3/9/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5518047,0.410031,6611.876,6584.766,27.11074
108,3/9/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545546,0.1201583,4281.002,4275.858,5.14398
100,3/10/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5488884,0.5006883,9946.473,9896.672,49.80082
207,3/10/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08128125,7054.468,7048.734,5.73396
200,3/10/2000,9009,8.2,5.2,35.60261,3.25,0,1.052918,0.9960421,0.92544,0.922,0.6750966,0.5485445,0.2273066,4265.814,4256.117,9.696476
108,3/10/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545547,0.1201671,4281.343,4276.198,5.144766
107,3/10/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5518029,0.4100413,6614.453,6587.331,27.12199
106,3/10/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1720912,3261.425,3255.812,5.612625
100,3/11/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5488925,0.5179487,9945.418,9893.905,51.51217
200,3/11/2000,9009,8.2,5.2,35.6003,3.25,0,1.052916,0.996042,0.92544,0.922,0.6750966,0.5485596,0.2273926,4266.857,4257.155,9.702516
207,3/11/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08128572,7054.468,7048.734,5.734275
106,3/11/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1717807,3261.425,3255.822,5.602497
107,3/11/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5518012,0.4100516,6617.03,6589.897,27.13324
108,3/11/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545548,0.1201759,4281.683,4276.538,5.145551
100,3/12/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5488966,0.5352092,9944.363,9891.14,53.22314
207,3/12/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08129018,7054.468,7048.734,5.73459
200,3/12/2000,9009,8.2,5.2,35.59799,3.25,0,1.052914,0.9960419,0.92544,0.922,0.6750966,0.5485746,0.2274785,4267.901,4258.192,9.708557
108,3/12/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545548,0.1201847,4282.024,4276.877,5.146338
107,3/12/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517994,0.410062,6619.606,6592.462,27.14449
106,3/12/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1714701,3261.425,3255.832,5.592369
100,3/13/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489007,0.5524696,9943.308,9888.374,54.93375
200,3/13/2000,9009,8.2,5.2,35.59568,3.25,0,1.052912,0.9960418,0.92544,0.922,0.6750966,0.5485948,0.2275645,4268.944,4259.229,9.714601
207,3/13/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08129464,7054.468,7048.734,5.734905
106,3/13/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1711596,3261.425,3255.843,5.582241
107,3/13/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517976,0.4100723,6622.183,6595.027,27.15574
108,3/13/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545548,0.1201935,4282.364,4277.217,5.147123
100,3/14/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489048,0.5697301,9942.253,9885.608,56.64401
207,3/14/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.0812991,7054.468,7048.733,5.73522
200,3/14/2000,9009,8.2,5.2,35.59337,3.25,0,1.05291,0.9960417,0.92544,0.922,0.6750966,0.5486097,0.2276504,4269.988,4260.267,9.720646
108,3/14/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545549,0.1202023,4282.705,4277.557,5.14791
107,3/14/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517959,0.4100826,6624.759,6597.592,27.16699
106,3/14/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1708491,3261.425,3255.852,5.572113
100,3/15/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489089,0.5869905,9941.198,9882.845,58.35389
200,3/15/2000,9009,8.2,5.2,35.59106,3.25,0,1.052908,0.9960416,0.92544,0.922,0.6750966,0.5486247,0.2277364,4271.032,4261.305,9.726693
207,3/15/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08130357,7054.468,7048.732,5.735535
106,3/15/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1705385,3261.425,3255.863,5.561985
107,3/15/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517941,0.410093,6627.336,6600.158,27.17824
108,3/15/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545549,0.1202111,4283.045,4277.897,5.148695
100,3/16/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489182,0.604251,9940.144,9880.081,60.06342
207,3/16/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08130804,7054.468,7048.732,5.735849
200,3/16/2000,9009,8.2,5.2,35.58875,3.25,0,1.052906,0.9960415,0.92544,0.922,0.6750966,0.5486397,0.2278223,4272.075,4262.342,9.732742
108,3/16/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.554555,0.1202199,4283.386,4278.236,5.149481
107,3/16/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517924,0.4101033,6629.913,6602.723,27.18949
106,3/16/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.170228,3261.425,3255.873,5.551857
100,3/17/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489224,0.6215115,9939.089,9877.316,61.77258
200,3/17/2000,9009,8.2,5.2,35.58644,3.25,0,1.052904,0.9960414,0.92544,0.922,0.6750966,0.5486546,0.2279083,4273.119,4263.38,9.738792
207,3/17/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.0813125,7054.468,7048.732,5.736165
106,3/17/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1699174,3261.425,3255.883,5.541729
107,3/17/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517906,0.4101136,6632.489,6605.289,27.20074
108,3/17/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545551,0.1202287,4283.727,4278.576,5.150267
100,3/18/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489265,0.638772,9938.034,9874.553,63.48138
207,3/18/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08131696,7054.468,7048.732,5.736479
200,3/18/2000,9009,8.2,5.2,35.58413,3.25,0,1.052902,0.9960413,0.92544,0.922,0.6750966,0.5486694,0.2279943,4274.162,4264.417,9.744844
108,3/18/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545551,0.1202375,4284.067,4278.916,5.151053
107,3/18/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517889,0.410124,6635.066,6607.854,27.212
106,3/18/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1696069,3261.425,3255.893,5.531602
100,3/19/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489305,0.6560324,9936.979,9871.79,65.1898
200,3/19/2000,9009,8.2,5.2,35.58183,3.25,0,1.0529,0.9960412,0.92544,0.922,0.6750966,0.5486842,0.2280802,4275.206,4265.455,9.750898
207,3/19/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08132143,7054.468,7048.731,5.736794
106,3/19/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1692964,3261.425,3255.903,5.521474
107,3/19/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517817,0.4101343,6637.643,6610.419,27.22325
108,3/19/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545551,0.1202463,4284.408,4279.256,5.15184
100,3/20/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489346,0.6732929,9935.925,9869.027,66.89787
207,3/20/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.0813259,7054.468,7048.73,5.737109
200,3/20/2000,9009,8.2,5.2,35.57951,3.25,0,1.052898,0.9960411,0.92544,0.922,0.6750966,0.5487041,0.2281662,4276.249,4266.492,9.756954
108,3/20/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545552,0.1202551,4284.748,4279.595,5.152627
107,3/20/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.55178,0.4101446,6640.219,6612.985,27.2345
106,3/20/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1689858,3261.425,3255.913,5.511346
100,3/21/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489387,0.6905533,9934.869,9866.264,68.60557
200,3/21/2000,9009,8.2,5.2,35.57721,3.25,0,1.052896,0.9960411,0.92544,0.922,0.6750966,0.5487189,0.2282521,4277.293,4267.53,9.763013
207,3/21/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08133036,7054.468,7048.73,5.737424
106,3/21/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1686753,3261.425,3255.923,5.501218
107,3/21/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517782,0.410155,6642.796,6615.55,27.24576
108,3/21/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545552,0.1202639,4285.089,4279.936,5.153413
100,3/22/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489428,0.7078137,9933.814,9863.501,70.3129
207,3/22/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08133482,7054.468,7048.73,5.737739
200,3/22/2000,9009,8.2,5.2,35.5749,3.25,0,1.052894,0.9960409,0.92544,0.922,0.6750966,0.5487336,0.2283381,4278.336,4268.567,9.769073
108,3/22/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545553,0.1202726,4285.429,4280.275,5.154199
107,3/22/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517765,0.4101653,6645.373,6618.116,27.25701
106,3/22/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1683648,3261.425,3255.933,5.49109
100,3/23/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489469,0.7250742,9932.76,9860.74,72.01988
200,3/23/2000,9009,8.2,5.2,35.57259,3.25,0,1.052892,0.9960409,0.92544,0.922,0.6750966,0.5487483,0.2284241,4279.38,4269.604,9.775134
207,3/23/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08133928,7054.468,7048.73,5.738054
106,3/23/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1680542,3261.425,3255.944,5.480962
107,3/23/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.5517747,0.4101756,6647.949,6620.681,27.26827
108,3/23/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545554,0.1202814,4285.77,4280.615,5.154986
100,3/24/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.5489509,0.7423347,9931.705,9857.979,73.72649
207,3/24/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08134375,7054.468,7048.73,5.738369
200,3/24/2000,9009,8.2,5.2,35.57028,3.25,0,1.05289,0.9960408,0.92544,0.922,0.6750966,0.548763,0.22851,4280.423,4270.642,9.781197
108,3/24/2000,9005,6.2,5.8,0,4.06,2.3,1.039794,0.9953475,0.92544,0.922,0.9447019,0.5545554,0.1202902,4286.11,4280.955,5.155772
107,3/24/2000,9005,9,7.9,0,4.0625,3.1,1.039794,0.9953475,0.92544,0.922,0.8903674,0.551773,0.410186,6650.526,6623.246,27.27952
106,3/24/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1677437,3261.425,3255.954,5.470834
100,3/25/2000,9009,8.6,6.4,0,3.4,4,1.039794,0.9953475,0.92544,0.922,0.7716305,0.548955,0.7595952,9930.65,9855.218,75.43274
200,3/25/2000,9009,8.2,5.2,35.56797,3.25,0,1.052888,0.9960406,0.92544,0.922,0.6750966,0.5487776,0.228596,4281.467,4271.679,9.787261
207,3/25/2000,9005,7,6.2,0,4,3.3,1.039794,0.9953475,0.92544,0.922,0.9004171,0.5513698,0.08134821,7054.468,7048.73,5.738684
106,3/25/2000,9005,6.8,6.1,0,4,2.7,1.039794,0.9953475,0.92544,0.922,0.9106403,0.5564885,0.1674332,3261.425,3255.964,5.460707
